_id,id,AgencyName,PrimaryManagerFirst,PrimaryManagerLast,PrimaryManagerEmail,AgencyFacebookLink,AgencyTwitterLink,AgencyPhone,Address,AgencyAddress,Addition,Street Address,AgencyCity,AgencyState,AgencyPostal,AgencyUrl,WhatWeDo,longitude,latitude
239,253,Monroe County CROP (Communities Responding To Overcome Poverty) Hunger Walk,Lisa,Miller Maidi,emillerm@comcast.net,,,888-297-2767,"28606 Phillips Street, Elkhart, IN, 46514",28606 Phillips Street,,28606 Phillips St,Elkhart,IN,46514,http://www.churchworldservice.org/site/TR/2011FallCROPHungerWalk/TR-Fall2011?pg=entry&fr_id=12494,A fundraising walk that raises awareness and funds to end hunger.,-86.015404,41.693787
240,254,Monroe County Emergency Management,Lisa,Kane,lkane@co.monroe.in.us,https://www.facebook.com/EmaMonroeIN/,https://twitter.com/EmaMonroe,1-812-349-2546,"5900 W Foster Curry Drive, Bloomington, IN, 47403",5900 W Foster Curry Drive,,5900 W Foster Curry Dr,Bloomington,IN,47403,http://www.co.monroe.in.us/tsd/Community/EmergencyManagement.aspx,"To establish and maintain a progressive emergency management program that promotes the mitigation of, preparation for, the response to, and the recovery from emergencies and disasters impacting the public, government, and business of the communities in Monroe County.",-86.54,39.16
241,255,Monroe County Energy Challenge,Jacqui,Bauer,mocoenergychallenge@gmail.com,,,1-812-349-3652,"401 North Morton Street, Bloomington, IN, 47404",401 North Morton Street,Suite 150,401 N Morton St,Bloomington,IN,47404,http://www.mocoenergychallenge.org,"The Monroe County Energy Challenge (MCEC) is a broad coalition of community organizations collaborating to reduce energy use in Monroe County, Indiana. We help our community to reduce energy use in order to improve quality of life, minimize environmental impact, and save money. We conduct free home energy assessments, provide free attic insulation to low-income families, teach youth about the importance of renewable energy and educate the public about energy conservation.",-86.536125,39.169515
242,256,Monroe County Health Department,Grace,Alva,gwhitehouse@co.monroe.in.us,,,812-349-2543,"119 W. 7th St., Bloomington, IN, 47404",119 W. 7th St.,,119 W 7th St,Bloomington,IN,47404,http://www.co.monroe.in.us/tsd/community/healthdepartment.aspx,"The mission of the Monroe County Health Department is to protect, promote and improve the health of all people in Monroe County.",-86.534736,39.168545
243,257,Monroe County Historic Preservation Board,Nancy,Hiller,nrhiller@nrhillerdesign.com,,,349-2560,"501 N. Morton St., Bloomington, IN, 47404",501 N. Morton St.,Suite 224,501 N Morton St,Bloomington,IN,47404,,"The Monroe County Historic Preservation Board of Review exists to encourage and oversee the preservation of historic buildings and other structures in Monroe County. (This is not the official county mission statement, although as a board member for three years and the current chair, I believe I am sufficiently familiar with our board's mission to paraphrase.)",-86.5361,39.170778
244,258,Monroe County History Center,Martha,Wainscott,mchcvolunteers@gmail.com,https://www.facebook.com/monroehistory/,,1-812-332-2517,"202 E. 6th Street, Bloomington, IN, 47408",202 E. 6th Street,,202 E 6th St,Bloomington,IN,47408,http://www.monroehistory.org,"The Monroe County History Center is a non-profit museum, genealogy/local history research library, educational facility and museum store that is housed in the historic Monroe County Carnegie Library. The History Center is operated by the 103 year old Monroe County Historical Society Inc. and is self-sustaining.",-86.531954,39.167199
245,259,Monroe County Humane Association,Kimberly,Goy,kgoy@monroehumane.org,https://www.facebook.com/MonroeCountyHumaneAssociation/,,1-812-333-6242,"3410 S Walnut St, Bloomington, IN, 47401",3410 S Walnut St,,3410 S Walnut St,Bloomington,IN,47401,http://www.monroehumane.org,"The mission of the Monroe County Humane Association is to responsibly and compassionately protect, advocate and educate for animal welfare in our communities.",-86.53138,39.125838
246,260,Monroe County Medical Reserve Corps Unit 302,Christina,Kempf,monroemrc@co.monroe.in.us,https://www.facebook.com/monroemrc,,1-812-349-2150,"119 West 7th Street, Bloomington, IN, 47404",119 West 7th Street,,119 W 7th St,Bloomington,IN,47404,http://www.monroemrc.com/,"The Medical Reserve of Monroe County is an organized group of medical and non medical volunteers that has been established to support existing resources to ensure the health and safety of our community during times of natural disaster terrorist attack or other public health emergencies at the state and local level. To fulfill the national mission of improving individual and family health, our MRC volunteers will participate in health education outreach through various events such as flu clinics, Baby and Me Tobacco Free smoking cessation program and other venues.",-86.534736,39.168545
247,261,Monroe County Parks & Recreation Department,Cathy,Meyer,cmeyer@co.monroe.in.us,https://www.facebook.com/Monroe-County-Parks-and-Recreation-113901415435638/,,1-812-349-2800,"501 N. Morton St., Bloomington, IN, 47404",501 N. Morton St.,Ste. 100,501 N Morton St,Bloomington,IN,47404,http://www.mcparksandrec.org,"The Monroe County Parks & Recreation Department exists to provide quality parks, recreation, and educational programs, to promote appreciation of environmental and cultural resources, and to preserve green space.",-86.5361,39.170778
248,262,Monroe County Prosecutor's Office,Teresa,Deckard,vap@co.monroe.in.us,,,1-812-349-2670,"301 N College Ave, Bloomington, IN, 47404",301 N College Ave,Justice Building,301 N College Ave,Bloomington,IN,47404,http://www.monroeprosecutor.us/,Public Service We represent the people of the State of Indiana to seek justice promote greater public safety and assist victims of crimes. We receive reports from law enforcement agencies and file criminal charges in appropriate cases. We will vigorously prosecute those who are guilty while ensuring that the innocent are not wrongly convicted or oppressed.,-86.534862,39.168525
249,263,Monroe County Public Library (MCPL),Sue,Sater,ssater@mcpl.info,https://www.facebook.com/mcpl.info/,https://twitter.com/mcplindiana,1-812-349-3050,"303 E. Kirkwood Ave., Bloomington, IN, 47408",303 E. Kirkwood Ave.,,303 E Kirkwood Ave,Bloomington,IN,47408,http://www.mcpl.info,"Monroe County Public Library's mission is to enrich lives and strengthen our community by providing equitable access to information and opportunities to read, learn, discover, and create.",-86.531064,39.166547
250,264,Monroe County Public Library Foundation,Mary Jean,Regoli,fol@mcpl.info,,,1-812-349-3050,"303 E Kirkwood Ave, Bloomington, IN, 47408",303 E Kirkwood Ave,,303 E Kirkwood Ave,Bloomington,IN,47408,http://mcpl.info/friends,"The Friends of Monroe County Public Library support the mission, vision, and values of the Library. The Friends advocate for Monroe County Public Library and support library collections, services, programs, and staff development.",-86.531064,39.166547
251,265,Monroe County Soil & Water Conservation District,Kristi,Schammel,monroecsoil@gmail.com,https://www.facebook.com/MCSWCD/notifications/,https://twitter.com/monroecsoil,1-812-334-4323,"1931 S Liberty Dr, Bloomington, IN, 47403",1931 S Liberty Dr,,1931 S Liberty Dr,Bloomington,IN,47403,http://www.monroecoswcd.org/,The Monroe County Soil and Water Conservation District (SWCD) is a local subdivision of Indiana state government responsible for leadership in the conservation of Monroe Countys natural resources. The district is governed by a board of five supervisors who are county residents.,-86.576957,39.149041
252,266,Monroe County Solid Waste Recycle And Reuse Center,Mary,Hunter,mhunter@mcswmd.org,,,812-349-2022,"3400 S Walnut St, Bloomington, IN, 47401",3400 S Walnut St,,3400 S Walnut St,Bloomington,IN,47401,http://www.mcswmd.org,Our mission is to secure a healthier environment  to promote reuse and recycling in an effort to reduce  waste.,-86.53138,39.125914
253,267,Monroe County United Ministries (MCUM),Erin,Predmore,mcum@mcum.org,https://www.facebook.com/MCUMorg/,,1-812-339-3429,"827 W. 14th Ct., Bloomington, IN, 47404",827 W. 14th Ct.,,827 W 14th Ct,Bloomington,IN,47404,http://www.mcum.org,"Monroe County United Ministries creates lasting solutions to economic, educational and social injustice in our community through quality services, collaboration and innovation.We are a nurturing organization serving working families and those in distress by helping people achieve self-sufficiency and providing subsidized childcare. We provide quality education and a safe place for children, basic needs assistance for families experiencing hardship, and community service opportunities for all.",-86.543727,39.175826
254,268,Monroe County Veterans Affairs,Mary,Elftman,melftman@co.monroe.in.us,https://www.facebook.com/Monroe-County-Veterans-Affairs-1728873410657851/,,1-812-349-2537,"214 W 7th St, Bloomington, IN, 47404",214 W 7th St,Suite 100,"214 W 7th St, Suite 100",Bloomington,IN,47404,http://www.co.monroe.in.us/tsd/community/veteransaffairs.aspx,"To fulfill the promise made by President Abraham Lincoln when he said; to care for him who shall have borne the battle, and his widow, and his orphan.",-86.535645,39.168861
255,269,Monroe County Women's Commission,Nancy,White,nwhite38@hotmail.com,,,812-349-2550,"100 W Kirkwood Ave, Bloomington, IN, 47404",100 W Kirkwood Ave,3rd Floor,100 W Kirkwood Ave,Bloomington,IN,47404,http://www.co.monroe.in.us,To advance the status of women in all areas of county life and to champion women?s contributions to local culture and society.,-86.533629,39.166582
256,270,Monroe County YMCA,Kevin,Thompson,kthompson@monroecountyymca.org,https://www.facebook.com/monroecountyymca/,https://twitter.com/ymcabloomington,1-812-332-5555,"2125 S. Highland Ave., Bloomington, IN, 47401",2125 S. Highland Ave.,,2125 S Highland Ave,Bloomington,IN,47401,http://www.monroecountyymca.org,To put Christian principles into practice through programs that build a healthy spirit mind and body for all.For Youth Development.For Healthy Living.For Social Responsibility.,-86.514259,39.141861
257,271,Monroe County Youth Council (MCYC),Allison,Zimpfer-Hoerr,mcyouthcouncil@gmail.com,https://www.facebook.com/MCYouthCouncil,https://twitter.com/MCYouthCouncil,,"615 S Adams St, Bloomington, IN, 47403",615 S Adams St,c/o YSB,615 S Adams St,Bloomington,IN,47403,http://www.monroecountyyouthcouncil.org,"The Monroe County Youth Council (MCYC) is a youth-run organization established in 2011 in order to:Improve the quality of life of youth in Monroe County, Indiana.",-86.549887,39.15947
258,272,Monroe Lake,Jill,Vance,jvance@dnr.in.gov,http://www.facebook.com/monroelake,https://twitter.com/monroelake,1-812-837-9967,"4850 S. State Road 446, Bloomington, IN, 47401",4850 S. State Road 446,,4850 S State Road 446,Bloomington,IN,47401,http://www.in.gov/dnr/parklake/2954.htm,The mission of Indiana's State Parks and Reservoirs is to manage and interpret our properties' unique natural wildlife and cultural resources using principles of multiple use and preservation while sustaining the integrity of these resources for current and future generations.,-86.423194,39.089325
259,273,Monroe Place,Leanne,Fleener,monroehouse-mpc@alcco.com,,,1-812-331-8153,"2770 S. Adams St, Bloomington, IN, 47403",2770 S. Adams St,,2770 S Adams St,Bloomington,IN,47403,http://www.enlivant.com/communities/indiana/monroe-placebloomington,A for-profit assisted living residence.,-86.555435,39.137054
260,274,Mother Hubbard's Cupboard,Thomas,Vanderplough,volunteer@mhcfoodpantry.org,https://www.facebook.com/MHCHub/,,1-812-355-6843,"1100 W. Allen St., Bloomington, IN, 47403",1100 W. Allen St.,,1100 W Allen St,Bloomington,IN,47403,http://www.mhcfoodpantry.org,"MHC provides access to healthful, wholesome food to community members in need, as well as nutrition and gardening education. MHC provides services in ways that build community while enhancing the dignity and self-sufficiency of all involved.",-86.545456,39.156116
261,276,"Mt. Salem Cemetery Protection Society, Inc.",Barb,Stork,bstork@mccsc.edu,,,812-345-3875,"1010 S. Walnut Street Suite A, Bloomington, IN, 47401",1010 S. Walnut Street Suite A,Suite A,1010 S Walnut St Suite A,Bloomington,IN,47401,,"The Mt. Salem Cemetery Protection Society, Inc. is a 501  (3) tax exempt organization which shall undertake projects that maintain and enhance the Mt. Salem Cemetery as a peaceful and sacred site of beauty where family and friends may gather in remembrance.   The Protection Society shall be governed as an all-volunteer, non-profit organization dedicated to preserving and honoring past generations buried in Perry Township, Monroe County, Indiana.The Protection Society shall gather and foster knowledge about the historical significance of the Mt. Salem Cemetery.The Protection Society shall focus on the protection, restoration and preservation of the monuments and other structures at each cemetery which are significant for historical, architectural or aesthetic points of view.The Protection Society shall seek community support and involvement as well as charitable donations, grants and in-kind contributions to preserve these sites.",-86.534081,39.154716
